,IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
610916,5038179.0,0,0.74,'C',10,15,49,50,'B10','Diesel',138,'R73'
43573,87945.0,0,1.0,'C',6,5,56,50,'B2','Diesel',125,'R82'
474684,3239974.0,0,0.16,'C',10,20,36,50,'B10','Regular',458,'R93'
87642,1001177.0,0,0.8,'C',4,1,38,50,'B12','Regular',169,'R91'
325783,2258928.0,0,0.24,'C',8,2,41,50,'B12','Diesel',269,'R91'
366394,3021284.0,0,0.38,'E',10,10,60,50,'B4','Regular',5877,'R11'
240619,2085251.0,0,1.0,'D',6,13,37,50,'B3','Regular',854,'R82'
287577,2187582.0,0,0.5,'C',6,7,34,51,'B12','Regular',104,'R53'
339810,2272956.0,0,0.08,'D',5,2,54,50,'B2','Regular',1468,'R93'
112441,1046766.0,1,0.99,'A',5,10,50,50,'B2','Diesel',30,'R24'
483580,3249500.0,0,0.08,'C',8,2,51,50,'B2','Diesel',335,'R91'
544135,4135313.0,0,0.87,'E',5,20,37,60,'B2','Regular',3963,'R91'
565398,4156576.0,0,0.11,'D',8,13,43,50,'B12','Regular',1541,'R91'
282536,2178490.0,0,1.0,'C',6,2,61,76,'B2','Diesel',473,'R53'
427717,3143707.0,0,0.58,'A',15,3,28,60,'B12','Regular',23,'R24'
374989,3034079.0,0,0.04,'D',7,0,36,50,'B12','Diesel',1448,'R93'
172425,1164467.0,0,0.49,'E',8,13,40,95,'B2','Regular',4087,'R53'
343757,2276903.0,0,0.5,'E',6,7,31,54,'B1','Diesel',2769,'R11'
539744,4130922.0,0,1.0,'A',5,3,64,50,'B2','Regular',27,'R24'
151192,1121919.0,0,0.67,'D',8,8,45,50,'B3','Regular',874,'R31'
634475,5097249.0,0,0.54,'D',10,3,54,50,'B12','Regular',1510,'R11'
220668,2050733.0,0,1.0,'B',4,2,53,63,'B1','Regular',85,'R25'
331540,2264686.0,0,0.52,'D',7,1,52,50,'B1','Regular',1699,'R91'
137794,1100204.0,0,1.0,'E',7,5,31,60,'B4','Diesel',8549,'R82'
305842,2217652.0,0,0.08,'E',5,13,29,85,'B2','Diesel',2983,'R31'
188295,1188296.0,0,0.63,'E',5,3,25,76,'B1','Regular',2399,'R24'
488228,3254300.0,0,0.0027397260273972603,'D',4,8,36,64,'B2','Diesel',1699,'R91'
614371,5047988.0,0,0.24,'C',4,3,73,50,'B12','Regular',241,'R72'
325148,2258293.0,0,1.0,'C',7,1,34,62,'B3','Diesel',177,'R42'
378500,3039849.0,0,0.21,'E',7,1,28,95,'B12','Regular',2007,'R11'
282506,2178433.0,0,0.99,'D',6,7,53,50,'B6','Diesel',1192,'R53'
234343,2074429.0,0,0.52,'D',9,7,71,50,'B3','Regular',1601,'R41'
196283,1196284.0,0,0.08,'D',9,2,28,55,'B3','Regular',942,'R82'
558534,4149712.0,0,0.25,'C',8,8,71,50,'B2','Diesel',303,'R11'
217330,2040572.0,0,0.03,'B',8,0,49,50,'B12','Diesel',83,'R41'
414226,3116864.0,0,1.0,'D',7,8,43,50,'B1','Regular',1313,'R24'
573295,4164473.0,0,1.0,'D',7,2,53,50,'B2','Regular',983,'R52'
571600,4162778.0,1,0.65,'A',4,15,50,50,'B1','Regular',44,'R24'
116166,1055057.0,0,0.29,'C',4,7,57,50,'B14','Regular',252,'R24'
272478,2145871.0,0,0.18,'B',12,11,31,80,'B3','Regular',86,'R91'
542779,4133957.0,1,1.0,'C',12,4,41,69,'B1','Diesel',122,'R54'
343119,2276265.0,0,0.75,'D',9,17,41,50,'B13','Regular',1895,'R31'
620379,5063562.0,0,0.07,'E',4,15,27,85,'B1','Regular',3317,'R93'
287900,2188154.0,0,1.0,'A',7,8,40,50,'B1','Regular',22,'R24'
156668,1129810.0,0,0.27,'D',5,4,50,67,'B5','Regular',1328,'R82'
24597,52685.0,0,0.91,'A',8,18,55,50,'B2','Diesel',12,'R24'
125957,1076930.0,0,0.69,'E',4,14,80,85,'B3','Regular',2415,'R82'
496530,4018441.0,0,0.87,'E',9,3,63,50,'B12','Regular',3744,'R93'
174743,1169689.0,0,0.24,'B',5,11,41,72,'B2','Diesel',57,'R24'
566677,4157855.0,0,0.15,'C',15,1,27,57,'B12','Regular',196,'R82'
8520,23281.0,1,0.25,'C',5,0,40,50,'B1','Regular',287,'R53'
156516,1129496.0,0,1.0,'E',8,15,43,50,'B1','Diesel',4128,'R52'
569908,4161086.0,0,0.49,'C',4,19,22,85,'B2','Regular',145,'R72'
366708,3022042.0,0,0.04,'E',6,2,70,50,'B12','Diesel',3385,'R11'
17091,39063.0,0,1.0,'A',9,25,48,50,'B13','Diesel',19,'R24'
607509,5028028.0,0,0.1,'E',5,2,40,50,'B2','Diesel',2792,'R11'
6426,19247.0,1,0.81,'D',7,2,53,50,'B5','Regular',1943,'R24'
375051,3034142.0,0,0.05,'A',7,0,40,50,'B12','Diesel',26,'R83'
100495,1020579.0,0,1.0,'A',6,4,59,50,'B2','Diesel',12,'R24'
104495,1029239.0,0,1.0,'B',7,13,26,76,'B11','Regular',84,'R24'
482061,3247852.0,0,0.08,'F',11,22,46,80,'B10','Diesel',10008,'R11'
109252,1039663.0,0,0.7,'A',6,14,43,50,'B6','Diesel',12,'R82'
637247,5103203.0,0,0.23,'E',5,10,40,50,'B2','Diesel',3132,'R11'
161030,1139152.0,0,0.47,'B',8,13,49,50,'B2','Diesel',84,'R52'
668652,6100295.0,1,0.36,'F',8,1,48,100,'B12','Diesel',17140,'R11'
490071,4003106.0,0,0.36,'E',4,4,28,76,'B12','Regular',2663,'R11'
116793,1056351.0,0,1.0,'F',4,6,47,50,'B14','Regular',27000,'R11'
592029,4183207.0,0,0.5,'D',8,3,59,50,'B13','Diesel',883,'R93'
366766,3022171.0,0,0.95,'E',7,2,36,51,'B12','Regular',2252,'R82'
160191,1137353.0,0,1.0,'A',6,10,57,50,'B1','Diesel',33,'R24'
204679,2010510.0,0,0.03,'E',5,8,42,73,'B1','Regular',2375,'R11'
336292,2269438.0,0,0.08,'D',7,1,40,64,'B1','Regular',817,'R31'
274304,2149875.0,0,0.51,'E',9,4,32,80,'B2','Regular',3430,'R82'
170142,1159362.0,0,1.0,'C',5,13,51,50,'B2','Regular',172,'R24'
144698,1112548.0,0,0.33,'B',6,4,39,57,'B2','Diesel',62,'R82'
527561,4118739.0,0,1.0,'E',4,9,54,50,'B6','Regular',2715,'R24'
648053,6030702.0,0,0.44,'D',8,3,60,50,'B12','Regular',562,'R11'
527692,4118870.0,0,0.56,'D',7,9,47,50,'B1','Diesel',821,'R24'
442069,3166315.0,0,0.04,'A',4,7,19,100,'B2','Regular',14,'R24'
288402,2189046.0,0,1.0,'B',7,4,51,50,'B6','Diesel',97,'R53'
563379,4154557.0,0,0.79,'D',7,13,28,72,'B4','Regular',1441,'R93'
447615,3172892.0,0,0.09,'C',15,3,26,68,'B3','Regular',178,'R82'
446540,3171775.0,0,0.0027397260273972603,'C',4,2,44,50,'B3','Diesel',103,'R24'
172952,1165645.0,0,1.0,'E',5,2,36,50,'B1','Diesel',2859,'R11'
250748,2103224.0,0,0.45,'C',7,4,60,50,'B10','Diesel',111,'R24'
524668,4115846.0,0,1.0,'A',5,9,65,50,'B1','Regular',11,'R24'
645630,6021052.0,0,0.12,'E',4,4,42,50,'B12','Regular',2399,'R24'
613067,5044415.0,0,0.98,'B',8,1,58,50,'B12','Diesel',57,'R91'
546925,4138103.0,0,1.0,'C',7,8,47,50,'B1','Diesel',484,'R52'
223824,2056286.0,0,0.63,'E',6,9,27,64,'B3','Regular',3021,'R53'
20085,44452.0,0,1.0,'D',8,1,43,50,'B4','Regular',1250,'R93'
211578,2023160.0,0,0.46,'B',7,0,48,50,'B12','Regular',77,'R91'
514618,4064820.0,0,0.18,'C',6,6,31,85,'B12','Diesel',179,'R53'
209750,2019841.0,0,0.21,'D',4,1,31,54,'B12','Regular',570,'R25'
409898,3107219.0,0,0.97,'D',9,20,54,50,'B3','Regular',522,'R24'
464396,3207485.0,0,1.0,'C',9,2,36,50,'B2','Regular',386,'R82'
482104,3247895.0,0,0.08,'E',7,2,62,58,'B4','Regular',5460,'R11'
594899,4186077.0,0,1.0,'D',4,10,54,50,'B2','Regular',1704,'R82'
450295,3175572.0,0,0.07,'A',4,7,37,64,'B4','Diesel',30,'R24'
94213,1012235.0,0,0.89,'B',5,2,39,62,'B12','Diesel',88,'R23'
453820,3183385.0,0,0.74,'B',6,5,46,50,'B3','Diesel',58,'R52'
182972,1182973.0,0,0.99,'C',10,10,52,50,'B2','Diesel',138,'R91'
245815,2094241.0,0,0.39,'A',5,15,21,50,'B2','Diesel',20,'R24'
615562,5051150.0,0,0.75,'D',7,10,46,68,'B2','Diesel',875,'R93'
593350,4184528.0,0,0.2,'C',5,4,42,100,'B2','Regular',229,'R53'
417617,3124168.0,0,0.47,'A',8,10,59,67,'B3','Regular',15,'R24'
459180,3195686.0,0,1.0,'A',6,7,32,50,'B12','Regular',25,'R53'
416335,3121326.0,0,0.2,'E',6,6,53,50,'B2','Diesel',5449,'R82'
143621,1110975.0,0,0.09,'D',6,14,67,50,'B1','Regular',741,'R24'
468002,3232354.0,0,0.24,'D',7,14,33,64,'B11','Diesel',679,'R72'
539741,4130919.0,0,1.0,'D',6,4,36,59,'B1','Diesel',741,'R24'
356759,3000204.0,0,0.96,'B',12,7,64,50,'B12','Diesel',68,'R91'
343925,2277071.0,0,0.75,'C',8,13,53,50,'B1','Diesel',100,'R82'
401807,3088739.0,0,1.0,'A',6,10,46,50,'B1','Diesel',48,'R24'
560965,4152143.0,0,0.52,'C',6,19,28,64,'B3','Regular',343,'R82'
490797,4004877.0,0,0.46,'C',9,4,52,67,'B12','Regular',166,'R94'
138282,1101236.0,0,0.33,'E',7,13,27,80,'B11','Regular',2740,'R22'
435798,3157175.0,0,0.08,'D',4,16,42,50,'B2','Regular',741,'R24'
147768,1117410.0,0,0.04,'C',6,4,32,100,'B2','Diesel',214,'R26'
199151,2000263.0,0,0.03,'C',5,3,26,95,'B12','Regular',103,'R31'
149641,1119842.0,0,0.06,'C',5,14,23,85,'B3','Regular',474,'R41'
370914,3029971.0,0,0.04,'A',10,0,41,67,'B12','Regular',45,'R82'
112178,1046203.0,0,1.0,'D',4,6,62,50,'B5','Regular',776,'R41'
529956,4121134.0,0,0.19,'D',5,12,55,50,'B5','Diesel',1962,'R82'
301386,2211986.0,0,0.76,'E',4,0,51,66,'B3','Diesel',9307,'R82'
17853,40387.0,0,0.35,'D',6,7,25,147,'B1','Diesel',745,'R82'
162171,1141611.0,1,1.0,'D',5,9,40,51,'B5','Diesel',1296,'R24'
188364,1188365.0,0,0.47,'C',10,14,42,50,'B12','Regular',199,'R93'
546076,4137254.0,0,0.09,'A',5,15,35,51,'B6','Regular',31,'R24'
242418,2088396.0,0,1.0,'C',7,6,32,90,'B1','Diesel',222,'R24'
528374,4119552.0,1,1.0,'D',7,9,67,50,'B1','Diesel',1323,'R82'
528185,4119363.0,0,1.0,'C',6,13,38,50,'B1','Regular',282,'R24'
603955,5017684.0,2,0.96,'F',6,8,71,72,'B12','Diesel',17140,'R11'
22686,49157.0,0,1.0,'E',7,1,50,50,'B3','Regular',4128,'R52'
470044,3234396.0,0,0.24,'E',8,14,39,76,'B6','Diesel',9096,'R11'
485450,3251370.0,0,0.08,'B',8,2,42,81,'B2','Diesel',100,'R82'
341351,2274497.0,0,0.08,'E',4,7,44,95,'B13','Regular',4116,'R24'
291237,2194050.0,0,1.0,'B',8,4,70,50,'B2','Diesel',94,'R53'
448789,3174066.0,0,0.00821917808219178,'B',9,28,34,55,'B13','Regular',74,'R24'
600550,5007590.0,0,0.21,'E',4,3,29,90,'B2','Diesel',8549,'R82'
526268,4117446.0,0,1.0,'B',5,15,67,50,'B2','Diesel',76,'R24'
10584,27052.0,0,0.52,'E',6,6,49,50,'B2','Diesel',6689,'R11'
94146,1012168.0,0,0.85,'A',5,0,40,50,'B12','Regular',33,'R52'
360120,3007518.0,0,0.7,'A',5,2,25,90,'B2','Diesel',15,'R94'
41893,84478.0,0,0.5,'D',6,2,56,50,'B2','Diesel',1408,'R52'
154347,1125154.0,0,0.16,'D',5,0,52,63,'B4','Diesel',1064,'R24'
639239,5107009.0,0,0.07,'D',8,0,39,50,'B12','Diesel',987,'R93'
641213,6002433.0,0,0.28,'D',7,6,53,50,'B12','Regular',1662,'R11'
162467,1142258.0,0,1.0,'A',7,8,38,50,'B2','Regular',28,'R24'
113335,1048801.0,0,1.0,'E',5,15,65,50,'B2','Diesel',3386,'R53'
429185,3146085.0,0,1.0,'B',5,5,70,50,'B2','Regular',51,'R24'
595447,4186625.0,0,0.24,'A',6,7,64,50,'B2','Diesel',19,'R24'
413903,3116090.0,0,0.75,'C',6,10,45,65,'B2','Regular',458,'R93'
646178,6023228.0,0,0.03,'C',7,3,32,60,'B4','Diesel',359,'R93'
231909,2070211.0,0,0.77,'B',7,17,54,50,'B1','Regular',91,'R24'
290744,2193185.0,0,1.0,'A',5,17,69,50,'B5','Regular',11,'R24'
258411,2117033.0,0,0.92,'A',9,2,38,73,'B6','Diesel',10,'R24'
145534,1113939.0,0,1.0,'C',6,10,49,50,'B2','Diesel',405,'R24'
97798,1015820.0,0,0.13,'E',4,0,43,54,'B12','Regular',3302,'R11'
628051,5082982.0,0,0.2,'C',8,2,25,80,'B12','Regular',149,'R41'
58503,126627.0,0,0.66,'D',10,6,57,50,'B12','Regular',1182,'R82'
660614,6082427.0,0,0.2,'F',10,3,51,59,'B12','Regular',10155,'R11'
145223,1113513.0,0,0.81,'C',8,11,46,50,'B6','Diesel',298,'R24'
470447,3235511.0,0,0.08,'A',6,4,50,50,'B12','Regular',45,'R93'
32138,66208.0,0,1.0,'E',4,9,50,50,'B14','Regular',3075,'R72'
412175,3112310.0,0,1.0,'C',6,12,52,50,'B2','Diesel',298,'R82'
355337,2288486.0,0,0.08,'D',9,6,45,50,'B1','Regular',674,'R52'
25797,54837.0,0,0.04,'A',14,19,36,51,'B10','Regular',14,'R24'
90575,1006801.0,0,0.43,'D',11,2,42,55,'B12','Diesel',553,'R31'
548057,4139235.0,0,1.0,'B',7,10,69,50,'B2','Diesel',97,'R53'
21838,47633.0,0,1.0,'E',4,14,26,76,'B3','Diesel',9307,'R82'
313354,2225170.0,0,0.08,'C',5,7,29,62,'B5','Diesel',272,'R72'
287054,2186660.0,0,0.73,'C',7,2,56,65,'B2','Diesel',393,'R24'
186008,1186009.0,0,0.5,'C',7,9,45,72,'B1','Regular',269,'R91'
625964,5076932.0,0,0.04,'D',4,3,67,50,'B12','Regular',1630,'R11'
584281,4175459.0,0,1.0,'D',6,16,52,50,'B2','Regular',747,'R53'
382193,3044532.0,0,0.15,'B',6,0,47,50,'B12','Diesel',68,'R72'
311585,2223401.0,0,0.08,'E',4,15,31,118,'B5','Regular',4059,'R23'
544007,4135185.0,0,1.0,'D',6,10,30,54,'B1','Diesel',1110,'R82'
328984,2262129.0,0,0.08,'A',7,8,41,57,'B1','Diesel',24,'R93'
657008,6066485.0,0,0.74,'E',6,2,45,50,'B12','Diesel',3366,'R11'
558357,4149535.0,0,0.33,'A',7,8,26,85,'B1','Diesel',19,'R24'
270294,2140667.0,0,0.3,'D',4,0,34,50,'B2','Regular',634,'R53'
4821,10785.0,1,0.06,'E',6,0,39,72,'B12','Regular',2526,'R11'
422685,3134254.0,0,0.83,'C',7,1,54,63,'B6','Diesel',142,'R54'
186051,1186052.0,0,0.16,'D',7,17,40,90,'B1','Regular',1326,'R93'
372592,3031663.0,0,0.15,'D',7,6,39,50,'B1','Regular',1271,'R91'
583034,4174212.0,0,1.0,'C',4,13,63,50,'B5','Regular',405,'R24'
477841,3243484.0,0,0.07,'B',8,16,34,64,'B2','Regular',52,'R82'
398671,3081336.0,0,0.49,'E',7,14,70,50,'B3','Regular',4762,'R93'
312034,2223850.0,0,0.08,'E',4,5,33,68,'B1','Regular',4348,'R72'
110721,1043121.0,0,0.34,'D',4,5,37,54,'B1','Regular',949,'R24'
468775,3233127.0,0,0.24,'E',6,13,53,50,'B1','Diesel',3963,'R91'
166152,1150319.0,0,0.27,'E',5,9,40,64,'B1','Regular',2224,'R82'
360852,3009101.0,0,0.87,'A',7,3,47,50,'B12','Diesel',42,'R91'
218988,2047652.0,0,1.0,'A',6,12,65,50,'B1','Diesel',46,'R24'
211384,2022776.0,0,0.05,'E',5,1,63,50,'B12','Regular',3628,'R82'
198480,1198481.0,0,0.88,'D',5,16,52,50,'B1','Regular',1929,'R11'
83438,172259.0,0,1.0,'C',8,3,49,50,'B2','Diesel',102,'R24'
205831,2012614.0,0,0.02,'F',6,1,57,71,'B12','Regular',27000,'R11'
301276,2211786.0,0,1.0,'D',6,7,45,50,'B13','Regular',1601,'R41'
55987,115288.0,0,0.54,'C',4,11,46,50,'B1','Regular',111,'R24'
386042,3051431.0,0,1.0,'D',7,13,46,50,'B6','Regular',1054,'R24'
13305,32039.0,1,0.29,'A',6,5,27,71,'B1','Diesel',6,'R24'
219635,2048832.0,0,0.24,'B',7,6,71,50,'B2','Regular',57,'R24'
309550,2221361.0,0,0.41,'C',4,15,38,50,'B2','Regular',322,'R82'
396482,3076125.0,0,0.24,'A',7,9,51,50,'B6','Diesel',11,'R93'
535855,4127033.0,0,0.07,'B',6,12,48,50,'B1','Diesel',51,'R24'
672748,6108533.0,0,0.72,'B',4,1,39,50,'B12','Regular',51,'R23'
274531,2150359.0,0,0.19,'D',5,17,47,90,'B2','Regular',782,'R11'
153746,1124553.0,0,0.17,'D',5,1,46,50,'B1','Diesel',1313,'R24'
373606,3032684.0,0,0.12,'C',4,0,68,50,'B12','Regular',455,'R91'
484177,3250097.0,0,0.08,'C',6,4,53,64,'B5','Diesel',269,'R91'
333811,2266957.0,0,0.91,'A',10,15,44,51,'B12','Diesel',41,'R73'
551159,4142337.0,0,1.0,'D',6,7,46,50,'B3','Regular',566,'R93'
249232,2100507.0,0,0.96,'A',6,8,62,50,'B1','Diesel',11,'R24'
419694,3128378.0,0,0.61,'B',10,13,20,100,'B2','Regular',86,'R91'
267685,2135201.0,0,0.83,'E',14,4,35,64,'B4','Regular',4172,'R82'
420168,3129393.0,0,0.15,'D',6,3,66,54,'B3','Diesel',1753,'R82'
163043,1143513.0,0,1.0,'C',6,1,42,53,'B1','Diesel',461,'R53'
86536,177888.0,0,0.02,'C',5,2,19,90,'B3','Diesel',165,'R53'
4902,11034.0,1,0.04,'C',4,0,60,50,'B12','Regular',313,'R93'
654219,6055971.0,0,0.43,'C',8,3,68,50,'B12','Diesel',204,'R91'
445899,3171133.0,0,0.78,'B',6,7,40,68,'B1','Diesel',97,'R82'
588004,4179182.0,0,1.0,'C',7,11,53,50,'B1','Diesel',131,'R24'
2384,4969.0,1,0.6,'E',5,0,64,51,'B12','Regular',2362,'R26'
467867,3232219.0,0,0.24,'B',7,6,39,50,'B1','Regular',60,'R73'
313948,2225764.0,0,0.2,'E',5,0,52,50,'B4','Diesel',3317,'R93'
379663,3041725.0,0,0.04,'E',7,10,38,50,'B1','Regular',4427,'R11'
578600,4169778.0,0,0.21,'C',12,8,57,50,'B1','Regular',102,'R24'
544115,4135293.0,0,0.32,'A',7,11,23,80,'B5','Diesel',36,'R25'
626012,5077056.0,0,0.03,'C',4,0,37,50,'B12','Diesel',157,'R72'
579535,4170713.0,0,0.95,'B',10,6,53,50,'B10','Regular',91,'R24'
513007,4059910.0,0,0.42,'C',6,0,50,50,'B12','Regular',225,'R94'
269329,2138477.0,0,0.02,'A',4,0,70,50,'B1','Regular',15,'R24'
277250,2157767.0,0,0.88,'E',4,6,31,76,'B13','Regular',4456,'R72'
386648,3052750.0,0,0.41,'A',5,15,51,50,'B2','Diesel',24,'R24'
181303,1181304.0,0,0.46,'C',6,8,41,51,'B6','Diesel',330,'R82'
451687,3178619.0,0,1.0,'B',8,2,74,50,'B2','Diesel',66,'R54'
648806,6033689.0,0,0.2,'F',12,3,62,50,'B12','Diesel',27000,'R11'
494593,4013893.0,0,0.07,'C',10,3,41,50,'B12','Regular',283,'R11'
190111,1190112.0,0,0.24,'D',7,6,33,85,'B5','Regular',1408,'R52'
650898,6044339.0,0,0.08,'D',8,3,55,50,'B12','Diesel',721,'R93'
130777,1086631.0,0,0.37,'E',4,5,24,76,'B2','Diesel',4348,'R72'
449024,3174301.0,0,0.24,'C',5,5,21,85,'B2','Regular',222,'R24'
117489,1057963.0,0,0.34,'A',9,38,43,50,'B2','Regular',39,'R83'
429381,3146449.0,0,0.26,'E',6,1,47,50,'B10','Regular',4762,'R93'
166424,1150933.0,0,0.21,'D',4,5,31,50,'B6','Regular',1408,'R52'
279506,2164544.0,0,0.23,'E',5,6,55,50,'B3','Diesel',9307,'R82'
135525,1095957.0,0,0.5,'A',7,12,25,85,'B2','Diesel',39,'R24'
118935,1061160.0,0,0.52,'D',5,11,41,50,'B3','Regular',1397,'R41'
184589,1184590.0,0,0.5,'D',6,16,42,50,'B1','Diesel',863,'R82'
423306,3135420.0,0,1.0,'E',6,14,63,50,'B1','Diesel',2074,'R82'
208048,2016755.0,0,0.45,'C',5,1,45,50,'B12','Regular',217,'R91'
350379,2283527.0,0,0.08,'D',5,1,28,76,'B1','Diesel',889,'R82'
154231,1125038.0,0,0.18,'C',6,9,46,50,'B1','Regular',192,'R24'
153252,1124059.0,0,0.29,'E',6,14,32,85,'B12','Regular',9307,'R82'
637250,5103212.0,0,0.18,'A',8,0,54,50,'B12','Diesel',21,'R52'
148901,1118776.0,0,0.2,'A',4,12,50,50,'B13','Regular',25,'R24'
389297,3059101.0,0,0.03,'E',7,9,41,72,'B2','Diesel',4116,'R24'
355974,2289123.0,0,0.08,'E',4,2,28,80,'B3','Diesel',3744,'R93'
57324,120129.0,0,0.22,'D',6,0,31,50,'B1','Diesel',575,'R31'
142530,1109031.0,0,0.0027397260273972603,'A',8,0,49,50,'B3','Regular',21,'R24'
70758,149505.0,0,0.68,'D',6,5,27,76,'B4','Regular',1054,'R24'
31211,64662.0,0,1.0,'C',4,4,42,50,'B6','Regular',126,'R82'
341885,2275031.0,0,0.33,'D',7,6,53,50,'B1','Regular',582,'R91'
538586,4129764.0,0,0.49,'F',6,4,53,50,'B2','Regular',27000,'R11'
554132,4145310.0,0,0.14,'D',11,34,47,50,'B2','Regular',1313,'R24'
345940,2279087.0,0,0.08,'B',6,9,34,60,'B1','Diesel',74,'R73'
156399,1129259.0,0,0.84,'E',6,6,48,50,'B1','Regular',2103,'R25'
121476,1067110.0,0,0.01,'A',7,7,22,80,'B12','Regular',30,'R91'
384364,3047711.0,0,1.0,'A',5,3,73,50,'B2','Regular',27,'R24'
50611,102729.0,0,0.28,'D',6,3,37,54,'B1','Diesel',1296,'R24'
263182,2126006.0,0,1.0,'D',6,10,55,60,'B1','Diesel',657,'R54'
80582,167234.0,0,0.66,'B',6,3,41,50,'B2','Diesel',94,'R53'
626821,5079276.0,0,0.03,'C',4,2,46,50,'B12','Diesel',112,'R93'
110302,1042203.0,0,1.0,'A',11,9,31,57,'B1','Regular',45,'R53'
123906,1072446.0,0,0.12,'F',9,2,31,51,'B1','Regular',13520,'R11'
294253,2199343.0,0,1.0,'E',5,9,53,53,'B4','Diesel',5449,'R82'
360134,3007543.0,0,0.04,'A',10,3,69,50,'B12','Regular',5,'R26'
265133,2129940.0,0,0.76,'E',10,4,59,50,'B11','Regular',4301,'R11'
9868,25804.0,0,0.31,'A',7,11,23,95,'B2','Regular',25,'R74'
457408,3191567.0,0,1.0,'A',5,16,65,50,'B2','Diesel',18,'R24'
117022,1056874.0,0,1.0,'A',7,12,65,50,'B2','Diesel',34,'R24'
552225,4143403.0,0,0.18,'D',5,6,33,68,'B1','Diesel',1054,'R24'
261102,2122092.0,0,0.44,'D',5,8,57,50,'B5','Diesel',1268,'R82'
394911,3072450.0,0,1.0,'C',6,9,27,64,'B1','Diesel',473,'R53'
111971,1045757.0,0,1.0,'D',7,6,47,50,'B5','Regular',776,'R41'
523626,4114804.0,0,0.05,'E',6,10,65,50,'B5','Regular',2032,'R11'
3718,7885.0,1,0.33,'E',9,0,40,50,'B12','Regular',3301,'R73'
614130,5047332.0,0,0.16,'C',7,2,67,50,'B12','Regular',120,'R93'
23484,50586.0,0,0.43,'D',6,10,39,50,'B6','Regular',1329,'R11'
357221,3001253.0,0,0.87,'E',5,3,40,50,'B12','Regular',3023,'R11'
138230,1101104.0,0,0.91,'D',6,2,38,53,'B12','Regular',1978,'R31'
635139,5098661.0,0,0.45,'E',6,1,21,90,'B12','Regular',9422,'R11'
352355,2285503.0,0,0.66,'E',7,19,30,57,'B2','Diesel',3321,'R31'
588087,4179265.0,0,1.0,'D',12,4,36,50,'B12','Diesel',841,'R53'
262140,2123922.0,0,0.18,'B',8,0,37,50,'B4','Diesel',85,'R53'
545139,4136317.0,0,1.0,'E',6,8,54,85,'B1','Diesel',8455,'R82'
451445,3178071.0,0,1.0,'D',5,18,68,50,'B1','Regular',1064,'R24'
411647,3111032.0,0,1.0,'A',5,6,54,50,'B3','Diesel',37,'R24'
319050,2230877.0,0,0.08,'C',9,2,44,50,'B6','Diesel',316,'R82'
235259,2076028.0,0,1.0,'E',6,7,51,50,'B2','Regular',3317,'R93'
151070,1121783.0,0,0.67,'C',5,0,37,50,'B5','Diesel',155,'R24'
120001,1063623.0,0,0.01,'D',6,0,45,50,'B2','Diesel',595,'R93'
248724,2099632.0,0,1.0,'C',5,13,29,50,'B1','Regular',259,'R24'
246960,2096602.0,0,1.0,'C',6,10,38,50,'B1','Regular',481,'R82'
466908,3213160.0,0,0.59,'C',8,1,39,72,'B11','Diesel',473,'R53'
275771,2153674.0,0,0.35,'C',5,1,27,125,'B3','Regular',128,'R24'
106382,1033350.0,0,1.0,'D',7,18,49,50,'B4','Regular',1974,'R54'
262536,2124724.0,0,0.86,'E',6,18,24,112,'B3','Regular',3430,'R82'
495716,4016598.0,0,0.41,'E',4,15,33,76,'B1','Regular',2308,'R31'
251104,2103928.0,0,0.93,'D',11,10,29,72,'B1','Regular',752,'R82'
428231,3144531.0,0,0.35,'D',4,11,38,72,'B6','Regular',824,'R91'
3264,6830.0,1,0.44,'D',4,0,41,50,'B12','Regular',645,'R94'
675270,6111588.0,0,0.23,'D',8,5,31,54,'B12','Diesel',1495,'R24'
11881,29435.0,0,1.0,'D',5,17,33,100,'B2','Regular',1408,'R52'
602469,5013238.0,0,0.63,'D',6,9,46,50,'B12','Diesel',990,'R72'
592171,4183349.0,0,0.1,'A',9,0,41,50,'B1','Diesel',21,'R24'
34503,70452.0,0,1.0,'D',4,2,44,50,'B6','Regular',1217,'R82'
221006,2051335.0,0,0.79,'A',9,15,52,50,'B2','Regular',47,'R24'
485843,3251763.0,0,0.08,'C',6,3,36,68,'B1','Diesel',415,'R72'
222847,2054565.0,0,0.76,'C',6,5,55,50,'B2','Diesel',295,'R24'
558556,4149734.0,0,1.0,'D',9,12,28,95,'B2','Regular',1191,'R11'
490603,4004392.0,0,0.45,'A',12,4,35,50,'B3','Regular',16,'R11'
102772,1025351.0,0,1.0,'D',7,7,32,51,'B2','Diesel',528,'R24'
38688,78326.0,0,1.0,'C',5,8,51,50,'B2','Regular',369,'R24'
364980,3018081.0,0,0.38,'D',8,1,38,50,'B12','Diesel',721,'R93'
419700,3128387.0,0,0.25,'C',7,17,53,50,'B2','Regular',163,'R91'
566388,4157566.0,0,0.25,'E',14,11,35,64,'B10','Diesel',3368,'R24'
652981,6051671.0,0,0.25,'C',9,15,23,95,'B12','Regular',328,'R93'
440329,3163847.0,0,0.45,'A',11,16,42,67,'B3','Regular',24,'R82'
42744,86304.0,0,0.46,'C',8,6,33,68,'B11','Diesel',233,'R93'
